Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A727438,,05/22/2016 12:18:00 PM,05/22/2016 12:18:00 PM,6900 Old Bee Caves Rd in Austin (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black Tabby,,05/22/2016 02:03:00 PM,05/22/2016 02:03:00 PM,05/11/2016,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black Tabby,1.0
A678130,*Sunnie,06/08/2014 11:13:00 AM,06/08/2014 11:13:00 AM,Round Rock (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Australian Shepherd Mix,Tan/White,*Sunnie,06/16/2014 06:50:00 PM,06/16/2014 06:50:00 PM,05/04/2008,Dog,Spayed Female,6 years,Australian Shepherd Mix,Tan/White,0.0
A709518,Wrangler,08/10/2015 01:01:00 PM,08/10/2015 01:01:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Catahoula Mix,Sable,Wrangler,08/13/2015 01:41:00 PM,08/13/2015 01:41:00 PM,08/10/2013,Dog,Intact Male,2 years,Catahoula Mix,Sable,0.0
A770497,Bella,04/20/2018 02:45:00 PM,04/20/2018 02:45:00 PM,Fm 969 And Webberwood Way in Webberville (TX),Stray,Normal,Dog,Intact Female,1 month,Black Mouth Cur Mix,Tan/Black,Bella,04/24/2018 05:12:00 PM,04/24/2018 05:12:00 PM,02/20/2018,Dog,Spayed Female,2 months,Black Mouth Cur Mix,Tan/Black,0.0
A686900,,08/28/2014 04:17:00 PM,08/28/2014 04:17:00 PM,3815 Airport Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby,,08/29/2014 09:00:00 AM,08/29/2014 09:00:00 AM,08/28/2012,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby,0.0
A782294,*Kona,10/23/2018 11:40:00 AM,10/23/2018 11:40:00 AM,Pflugerville (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/Black,*Kona,11/17/2018 06:51:00 PM,11/17/2018 06:51:00 PM,10/13/2017,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/Black,0.0
A732182,Selena,08/03/2016 05:12:00 PM,08/03/2016 05:12:00 PM,5625 West Gate Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Medium Hair,Black,Selena,10/19/2016 10:25:00 AM,10/19/2016 10:25:00 AM,08/03/2015,Cat,Spayed Female,1 year,Domestic Medium Hair,Black,0.0
A692245,Zane,11/17/2014 01:19:00 PM,11/17/2014 01:19:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,Zane,11/21/2014 03:54:00 PM,11/21/2014 03:54:00 PM,10/17/2012,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A733565,,08/23/2016 06:15:00 PM,08/23/2016 06:15:00 PM,Thornberry Rd And Crozier Ln in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue/White,,08/24/2016 12:00:00 AM,08/24/2016 12:00:00 AM,08/08/2016,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue/White,0.0
A770144,,04/15/2018 04:18:00 PM,04/15/2018 04:18:00 PM,400 West Saint Elmo Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Longhair Mix,Brown Tabby,,04/19/2018 02:29:00 PM,04/19/2018 02:29:00 PM,10/15/2016,Cat,Intact Male,1 year,Domestic Longhair Mix,Brown Tabby,0.0
A746509,,04/04/2017 10:29:00 AM,04/04/2017 10:29:00 AM,1700 Webberwood in Travis (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever,Yellow,,04/09/2017 06:06:00 PM,04/09/2017 06:06:00 PM,01/20/2017,Dog,Neutered Male,2 months,Labrador Retriever,Yellow,0.0
A674741,,03/17/2014 05:11:00 PM,03/17/2014 05:11:00 PM,12317 Pratolina in Austin (TX),Stray,Normal,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby,,03/18/2014 05:58:00 PM,03/18/2014 05:58:00 PM,03/17/2004,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby,0.0
A608411,Cappuccino,11/02/2014 03:53:00 PM,11/02/2014 03:53:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,American Pit Bull Terrier Mix,Brown/White,Cappuccino,11/23/2014 12:33:00 PM,11/23/2014 12:33:00 PM,08/23/2010,Dog,Neutered Male,4 years,American Pit Bull Terrier Mix,Brown/White,0.0
A749340,Ruby,05/13/2017 03:48:00 PM,05/13/2017 03:48:00 PM,1806 Princeton Ave in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White/Black,Ruby,05/22/2017 07:23:00 PM,05/22/2017 07:23:00 PM,05/13/2016,Dog,Spayed Female,1 year,Pit Bull Mix,White/Black,0.0
A722790,Laiyka,03/22/2016 12:42:00 PM,03/22/2016 12:42:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,10 months,Labrador Retriever Mix,Chocolate,Laiyka,03/24/2016 06:05:00 PM,03/24/2016 06:05:00 PM,05/22/2015,Dog,Spayed Female,10 months,Labrador Retriever Mix,Chocolate,0.0
A781374,Cooper,09/28/2018 11:49:00 AM,09/28/2018 11:49:00 AM,900 Webberwood Way in Travis (TX),Stray,Normal,Dog,Intact Male,2 months,Border Collie Mix,White/Black,Cooper,10/02/2018 04:36:00 PM,10/02/2018 04:36:00 PM,07/28/2018,Dog,Neutered Male,2 months,Border Collie Mix,White/Black,0.0
A715704,*Happy,11/14/2017 09:26:00 AM,11/14/2017 09:26:00 AM,Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Boxer/Beagle,White/Brown,*Happy,11/27/2015 01:45:00 PM,11/27/2015 01:45:00 PM,11/08/2013,Dog,Neutered Male,2 years,Boxer/Beagle,White/Brown,0.0
A736300,,10/08/2016 01:20:00 PM,10/08/2016 01:20:00 PM,1034 Liberty Park Dr in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,Tan/White,,10/17/2016 12:41:00 PM,10/17/2016 12:41:00 PM,10/08/2011,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,Tan/White,0.0
A809596,,11/27/2019 01:14:00 PM,11/27/2019 01:14:00 PM,10504 Ruidosa Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Blue/White,,12/02/2019 11:34:00 AM,12/02/2019 11:34:00 AM,11/27/2018,Cat,Intact Female,1 year,Domestic Shorthair,Blue/White,0.0
A763947,Luna,12/18/2017 06:58:00 PM,12/18/2017 06:58:00 PM,6815 Suena Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle/White,Luna,12/22/2017 04:16:00 PM,12/22/2017 04:16:00 PM,10/20/2017,Dog,Neutered Male,2 months,Pit Bull Mix,Brown Brindle/White,0.0
A726550,,05/12/2016 11:22:00 AM,05/12/2016 11:22:00 AM,5400 Freidrich Ln in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black Tabby,,05/12/2016 12:37:00 PM,05/12/2016 12:37:00 PM,04/15/2016,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black Tabby,0.0
A671540,*Mickey,01/26/2014 05:02:00 PM,01/26/2014 05:02:00 PM,5900 Wideleaf Dr in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Border Collie Mix,Black/White,*Mickey,02/04/2014 02:10:00 PM,02/04/2014 02:10:00 PM,10/26/2013,Dog,Intact Male,3 months,Border Collie Mix,Black/White,0.0
A686082,,08/16/2014 12:39:00 PM,08/16/2014 12:39:00 PM,Lambs Ln And Middlelake in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Siberian Husky Mix,Red/White,,08/20/2014 06:40:00 PM,08/20/2014 06:40:00 PM,08/16/2012,Dog,Spayed Female,2 years,Siberian Husky Mix,Red/White,0.0
A811371,Juno,01/02/2020 01:28:00 PM,01/02/2020 01:28:00 PM,2101 Burton Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever,Black,Juno,01/03/2020 03:11:00 PM,01/03/2020 03:11:00 PM,01/02/2018,Dog,Intact Female,2 years,Labrador Retriever,Black,0.0
A690806,*Hailey,10/26/2014 12:58:00 PM,10/26/2014 12:58:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Longhair Mix,Black/White,*Hailey,11/07/2014 01:36:00 PM,11/07/2014 01:36:00 PM,09/04/2014,Cat,Intact Female,2 months,Domestic Longhair Mix,Black/White,0.0
A692896,,12/02/2014 12:46:00 PM,12/02/2014 12:46:00 PM,5707 Magee Bend in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Chihuahua Shorthair Mix,Brown,,12/07/2014 11:32:00 AM,12/07/2014 11:32:00 AM,06/02/2014,Dog,Neutered Male,6 months,Chihuahua Shorthair Mix,Brown,0.0
A730372,,07/03/2016 12:08:00 PM,07/03/2016 12:08:00 PM,12306 Rolling Hill Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,7 years,Siamese Mix,Seal Point,,07/07/2016 12:30:00 PM,07/07/2016 12:30:00 PM,07/03/2009,Cat,Spayed Female,7 years,Siamese Mix,Seal Point,0.0
A679765,Frio,05/25/2014 04:42:00 PM,05/25/2014 04:42:00 PM,Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Beagle Mix,Tricolor,Frio,05/29/2014 05:36:00 PM,05/29/2014 05:36:00 PM,05/25/2011,Dog,Neutered Male,3 years,Beagle Mix,Tricolor,0.0
A704984,*Daisy,06/11/2015 03:07:00 PM,06/11/2015 03:07:00 PM,9300 Northgate Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Boxer Mix,Brown/White,*Daisy,06/20/2015 12:00:00 AM,06/20/2015 12:00:00 AM,01/11/2015,Dog,Spayed Female,5 months,Boxer Mix,Brown/White,0.0
A714650,,10/26/2015 01:49:00 PM,10/26/2015 01:49:00 PM,8802 Thunderbird Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,,11/05/2015 01:56:00 PM,11/05/2015 01:56:00 PM,08/26/2015,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A705884,*Georgina,06/22/2015 12:56:00 PM,06/22/2015 12:56:00 PM,11503 Hereford Street in Manor (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,*Georgina,07/10/2015 07:33:00 AM,07/10/2015 07:33:00 AM,04/22/2015,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,1.0
A768500,Martin,03/22/2018 01:19:00 PM,03/22/2018 01:19:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Pomeranian/Beagle,White/Tricolor,Martin,03/31/2018 04:57:00 PM,03/31/2018 04:57:00 PM,03/22/2017,Dog,Neutered Male,1 year,Pomeranian/Beagle,White/Tricolor,0.0
A673038,Dejah,02/19/2014 01:11:00 PM,02/19/2014 01:11:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tricolor,Dejah,03/03/2014 05:52:00 PM,03/03/2014 05:52:00 PM,02/19/2012,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tricolor,0.0
A689896,Miles,10/11/2014 10:29:00 AM,10/11/2014 10:29:00 AM,9010 Georgian Dr in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Akita Mix,Black/Tan,Miles,10/19/2014 07:01:00 PM,10/19/2014 07:01:00 PM,10/11/2011,Dog,Neutered Male,3 years,Akita Mix,Black/Tan,0.0
A776721,*Boss,07/18/2018 10:19:00 AM,07/18/2018 10:19:00 AM,9808 Sunflower Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd/Siberian Husky,Black/Tan,*Boss,08/02/2018 04:16:00 PM,08/02/2018 04:16:00 PM,07/18/2017,Dog,Intact Male,1 year,German Shepherd/Siberian Husky,Black/Tan,0.0
A740621,*Handsome,12/20/2016 03:43:00 PM,12/20/2016 03:43:00 PM,11032 Tangleridge Circle in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby,*Handsome,12/28/2016 05:24:00 PM,12/28/2016 05:24:00 PM,12/20/2015,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,0.0
A722679,Taquito,03/23/2016 10:58:00 AM,03/23/2016 10:58:00 AM,8204 Loralinda Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,Taquito,04/25/2016 01:02:00 PM,04/25/2016 01:02:00 PM,03/20/2013,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,0.0
A709120,Big Boy,08/05/2015 12:31:00 PM,08/05/2015 12:31:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,Big Boy,09/16/2015 11:06:00 AM,09/16/2015 11:06:00 AM,08/05/2013,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,0.0
A633952,Maximus,10/05/2013 12:28:00 PM,10/05/2013 12:28:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White,Maximus,10/06/2013 02:51:00 PM,10/06/2013 02:51:00 PM,08/03/2011,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White,0.0
A680251,*Puffer Cat,05/31/2014 01:09:00 PM,05/31/2014 01:09:00 PM,8100 Sonnet in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,*Puffer Cat,08/28/2014 12:37:00 PM,08/28/2014 12:37:00 PM,04/06/2014,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby,0.0
A798352,*Abdelkader,06/24/2019 06:22:00 PM,06/24/2019 06:22:00 PM,1120 Estes Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,*Abdelkader,08/02/2019 05:05:00 PM,08/02/2019 05:05:00 PM,06/02/2019,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby,0.0
A713556,,10/08/2015 04:12:00 PM,10/08/2015 04:12:00 PM,800 Barton Springs Rd in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,10/08/2015 04:32:00 PM,10/08/2015 04:32:00 PM,10/08/2014,Other,Unknown,1 year,Bat Mix,Brown,1.0
A689144,*Kelly,09/29/2014 11:13:00 PM,09/29/2014 11:13:00 PM,11408 Tickford in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Brown/White,*Kelly,10/02/2014 02:35:00 PM,10/02/2014 02:35:00 PM,09/29/2012,Dog,Intact Female,2 years,Labrador Retriever Mix,Brown/White,0.0
A732729,*Archie,08/12/2016 04:24:00 PM,08/12/2016 04:24:00 PM,7619 Scenic Brook in Austin (TX),Public Assist,Sick,Cat,Intact Male,5 years,Domestic Shorthair Mix,Black/White,*Archie,02/26/2017 05:51:00 PM,02/26/2017 05:51:00 PM,08/12/2011,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black/White,0.0
A689526,Oreo,10/05/2014 02:10:00 PM,10/05/2014 02:10:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Black/White,Oreo,10/18/2014 06:43:00 PM,10/18/2014 06:43:00 PM,10/05/2004,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Black/White,0.0
A713247,George,10/04/2015 03:32:00 PM,10/04/2015 03:32:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,2 years,Rabbit Sh Mix,Brown,George,12/23/2015 02:54:00 PM,12/23/2015 02:54:00 PM,10/04/2013,Other,Intact Male,2 years,Rabbit Sh Mix,Brown,0.0
A665024,Buck,10/12/2013 02:14:00 PM,10/12/2013 02:14:00 PM,9218 Balcones Club Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Orange Tabby/White,Buck,10/21/2013 12:18:00 PM,10/21/2013 12:18:00 PM,08/12/2013,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Orange Tabby/White,0.0
A673805,*Betsy,03/04/2014 12:12:00 PM,03/04/2014 12:12:00 PM,4501 Raleigh Cir. in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever/Flat Coat Retriever,Black/White,*Betsy,03/30/2014 12:11:00 PM,03/30/2014 12:11:00 PM,12/04/2013,Dog,Intact Female,3 months,Labrador Retriever/Flat Coat Retriever,Black/White,0.0
A733044,*Doctor X,11/14/2016 11:30:00 AM,11/14/2016 11:30:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,*Doctor X,11/20/2016 05:27:00 PM,11/20/2016 05:27:00 PM,06/16/2016,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A802688,,08/21/2019 12:56:00 PM,08/21/2019 12:56:00 PM,5102 Emma Browning Ave in Austin (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Medium Hair,White/Black,,08/21/2019 01:20:00 PM,08/21/2019 01:20:00 PM,08/11/2019,Cat,Intact Male,1 weeks,Domestic Medium Hair,White/Black,0.0
A761340,,11/03/2017 06:08:00 PM,11/03/2017 06:08:00 PM,6301 Hyside Dr in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Seal Point,,11/15/2017 05:26:00 PM,11/15/2017 05:26:00 PM,11/03/2015,Cat,Unknown,2 years,Domestic Shorthair Mix,Seal Point,0.0
A743185,Remy,02/05/2017 01:50:00 PM,02/05/2017 01:50:00 PM,1525 Grand Avenue Pkwy in Travis (TX),Stray,Normal,Cat,Neutered Male,1 year,Russian Blue,Blue Smoke,Remy,02/05/2017 03:57:00 PM,02/05/2017 03:57:00 PM,02/05/2016,Cat,Neutered Male,1 year,Russian Blue,Blue Smoke,0.0
A742696,Brandy,01/26/2017 12:32:00 PM,01/26/2017 12:32:00 PM,Castlekeep Way And Plumpton Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan,Brandy,01/26/2017 02:36:00 PM,01/26/2017 02:36:00 PM,01/26/2007,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan,0.0
A755914,,08/10/2017 10:42:00 PM,08/10/2017 10:42:00 PM,600 Davis St in Austin (TX),Wildlife,Normal,Other,Spayed Female,1 year,Bat Mix,Brown,,08/11/2017 06:30:00 PM,08/11/2017 06:30:00 PM,08/10/2016,Other,Spayed Female,1 year,Bat Mix,Brown,1.0
A755310,Momma,08/01/2017 12:07:00 PM,08/01/2017 12:07:00 PM,Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,White/Tan,Momma,08/08/2017 09:50:00 AM,08/08/2017 09:50:00 AM,08/01/2015,Dog,Spayed Female,2 years,Pit Bull Mix,White/Tan,0.0
A737775,,11/04/2016 11:42:00 AM,11/04/2016 11:42:00 AM,Barney Dr in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black/White,,11/04/2016 03:37:00 PM,11/04/2016 03:37:00 PM,09/19/2016,Dog,Intact Male,1 month,Labrador Retriever Mix,Black/White,0.0
A524634,*Belle,01/02/2015 06:54:00 PM,01/02/2015 06:54:00 PM,W Rundberg Ln & Georgian Dr in Austin (TX),Stray,Normal,Dog,Intact Female,8 years,Pit Bull,Blue/White,*Belle,06/24/2015 08:26:00 AM,06/24/2015 08:26:00 AM,10/12/2006,Dog,Spayed Female,8 years,Pit Bull,Blue/White,0.0
A738018,*Arlo,11/08/2016 12:52:00 PM,11/08/2016 12:52:00 PM,133327 Black Canyon Dr in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White,*Arlo,11/19/2016 06:53:00 PM,11/19/2016 06:53:00 PM,08/24/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A730960,Cooper,11/11/2017 04:23:00 PM,11/11/2017 04:23:00 PM,Elm Creek Drive And Blue Meadow Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Anatol Shepherd Mix,Tan/White,Cooper,11/12/2017 03:07:00 PM,11/12/2017 03:07:00 PM,07/13/2013,Dog,Neutered Male,4 years,Anatol Shepherd Mix,Tan/White,0.0
A705602,Carmen,06/19/2015 03:00:00 PM,06/19/2015 03:00:00 PM,Brodie Ln And Gatling Gun Ln in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Boxer Mix,Red,Carmen,06/20/2015 03:08:00 PM,06/20/2015 03:08:00 PM,06/19/2012,Dog,Intact Female,3 years,Boxer Mix,Red,0.0
A757402,Kai,09/02/2017 11:05:00 AM,09/02/2017 11:05:00 AM,1800 East Stassney in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,White/Brown,Kai,09/10/2017 03:51:00 PM,09/10/2017 03:51:00 PM,09/02/2015,Dog,Neutered Male,2 years,Labrador Retriever Mix,White/Brown,0.0
A752086,,06/17/2017 04:10:00 PM,06/17/2017 04:10:00 PM,2114 Willow St in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Siamese Mix,White,,06/21/2017 06:07:00 PM,06/21/2017 06:07:00 PM,04/10/2017,Cat,Neutered Male,2 months,Siamese Mix,White,0.0
A745819,*Oscar,03/24/2017 04:09:00 PM,03/24/2017 04:09:00 PM,E Slaughter Ln And Old Lockhart Hwy in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Chihuahua Shorthair Mix,White/Black,*Oscar,03/29/2017 12:00:00 AM,03/29/2017 12:00:00 AM,10/26/2016,Dog,Intact Male,5 months,Chihuahua Shorthair Mix,White/Black,0.0
A747571,Pepper,04/21/2017 02:29:00 PM,04/21/2017 02:29:00 PM,10800 Topperwein Dr in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie,Pepper,06/01/2017 05:07:00 PM,06/01/2017 05:07:00 PM,03/30/2017,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie,0.0
A681773,Eddie,06/20/2014 11:10:00 AM,06/20/2014 11:10:00 AM,4105 Victory Dr in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,White/Blue,Eddie,08/30/2014 04:49:00 PM,08/30/2014 04:49:00 PM,05/24/2014,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,White/Blue,0.0
A717796,*Bear,12/15/2015 02:32:00 PM,12/15/2015 02:32:00 PM,Pearce Ln And Linden Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Cardigan Welsh Corgi/Pointer,Brown Brindle/White,*Bear,12/22/2015 05:23:00 PM,12/22/2015 05:23:00 PM,10/15/2015,Dog,Neutered Male,2 months,Cardigan Welsh Corgi/Pointer,Brown Brindle/White,0.0
A762797,*Tippi,11/27/2017 02:16:00 PM,11/27/2017 02:16:00 PM,8105 Linden Road in Del Valle (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,*Tippi,12/06/2017 03:27:00 PM,12/06/2017 03:27:00 PM,09/04/2017,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,0.0
A720532,*Ellie,12/04/2017 11:19:00 PM,12/04/2017 11:19:00 PM,12330 Metric in Austin (TX),Stray,Injured,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie,*Ellie,12/05/2017 08:57:00 AM,12/05/2017 08:57:00 AM,08/11/2015,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie,1.0
A683227,X,07/09/2014 12:58:00 PM,07/09/2014 12:58:00 PM,14811 Chicadee in Pflugerville (TX),Public Assist,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue Tabby,X,07/21/2014 10:42:00 AM,07/21/2014 10:42:00 AM,07/08/2013,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby,0.0
A764871,Sporoco,01/08/2018 11:07:00 AM,01/08/2018 11:07:00 AM,Del Valle (TX),Owner Surrender,Normal,Other,Intact Female,3 years,Guinea Pig Mix,Tricolor,Sporoco,01/09/2018 12:05:00 PM,01/09/2018 12:05:00 PM,01/08/2015,Other,Intact Female,3 years,Guinea Pig Mix,Tricolor,0.0
A700450,Java,04/13/2015 08:06:00 PM,04/13/2015 08:06:00 PM,2624 Gwendolyn Ln #B in Austin (TX),Public Assist,Normal,Dog,Spayed Female,5 years,Cairn Terrier Mix,Brown,Java,04/14/2015 11:28:00 AM,04/14/2015 11:28:00 AM,04/14/2010,Dog,Spayed Female,5 years,Cairn Terrier Mix,Brown,0.0
A727627,Cesar,06/06/2018 10:38:00 AM,06/06/2018 10:38:00 AM,Prairie Verbena Lane And Basket Of Flowers Bend in Travis (TX),Stray,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle/White,Cesar,06/06/2018 04:29:00 PM,06/06/2018 04:29:00 PM,05/23/2015,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle/White,0.0
A729404,*Gabe,06/17/2016 04:52:00 PM,06/17/2016 04:52:00 PM,Hogeye And Decker Lane in Austin (TX),Stray,Sick,Dog,Intact Male,1 year,Labrador Retriever,Black,*Gabe,06/27/2016 07:06:00 PM,06/27/2016 07:06:00 PM,06/17/2015,Dog,Neutered Male,1 year,Labrador Retriever,Black,0.0
A787589,,01/16/2019 12:32:00 PM,01/16/2019 12:32:00 PM,1151 Lott Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,German Shepherd/Great Pyrenees,Tan/Tricolor,,01/20/2019 04:12:00 PM,01/20/2019 04:12:00 PM,09/01/2018,Dog,Spayed Female,4 months,German Shepherd/Great Pyrenees,Tan/Tricolor,0.0
A732099,Rover,09/04/2016 11:37:00 AM,09/04/2016 11:37:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Basenji Mix,Tan/White,Rover,09/04/2016 03:24:00 PM,09/04/2016 03:24:00 PM,08/02/2013,Dog,Neutered Male,3 years,Basenji Mix,Tan/White,0.0
A786608,,12/28/2018 02:37:00 PM,12/28/2018 02:37:00 PM,21101 Hog Eye Rd in Travis (TX),Stray,Sick,Dog,Intact Female,5 months,Labrador Retriever Mix,White,,12/29/2018 02:00:00 PM,12/29/2018 02:00:00 PM,07/28/2018,Dog,Intact Female,5 months,Labrador Retriever Mix,White,1.0
A746690,,04/07/2017 12:55:00 PM,04/07/2017 12:55:00 PM,6111 Club Ter in Austin (TX),Stray,Sick,Cat,Unknown,1 week,Domestic Longhair Mix,Gray/White,,04/07/2017 02:08:00 PM,04/07/2017 02:08:00 PM,03/31/2017,Cat,Unknown,1 week,Domestic Longhair Mix,Gray/White,0.0
